text,sentiment,cleaned_text,label
वे उल्ल और उनके सहयोगियों प,1,व उलल और उनक सहयगय प,1
Hynes stuffy I ki k Kerryn g Mo,1,hynes stuffy i ki k kerryn g mo,1
good ap,1,good ap,1
it que es el quinto lugar en la historia por amigo con,1,it que es el quinto lugar en la historia por amigo con,1
Good,1,good,1
Well perfect 👌,1,well perfect,1
Zia z oo oo p,1,zia z oo oo p,1
Untxnp,1,untxnp,1
I love this app so inviting at all times,1,i love this app so inviting at all times,1
wellfool,1,wellfool,1
"Why can't I change my password? Why can't I recieve the code on my whatup and phone number, I tried to add my email and same thing happened.",1,why cant i change my password why cant i recieve the code on my whatup and phone number i tried to add my email and same thing happened,1
Please fix issue where app plays previous videos audio when you scroll to next video.,1,please fix issue where app plays previous videos audio when you scroll to next video,1
"it's fine, I guess..",1,its fine i guess,1
Having people I may know pop up on my actual profile page is going way to far half the people you display I'd rather see funerals for than actually associate with but yet here you are forcing everyone to constantly see strangers an others that they clearly want nothing to do with.,1,having people i may know pop up on my actual profile page is going way to far half the people you display id rather see funerals for than actually associate with but yet here you are forcing everyone to constantly see strangers an others that they clearly want nothing to do with,1
oh no what will we do 😭🤣,1,oh no what will we do,1
Good 😊 but losing our time।,1,good but losing our time,1
love is the greatest,1,love is the greatest,1
good,1,good,1
Love this❤️,1,love this,1
useful,1,useful,1
"Frustrated with ad center. Trying to develop ads for my business and it freezes, doesn't let me make edits to ad drafts therefore not able to submit (or pay for an ad request)",1,frustrated with ad center trying to develop ads for my business and it freezes doesnt let me make edits to ad drafts therefore not able to submit or pay for an ad request,1
Congratulations Jordan and Shelby!! Such a special ceremony! May God bless you with many years of happiness together!,1,congratulations jordan and shelby such a special ceremony may god bless you with many years of happiness together,1
Needs improvement on marketplace saves on this app I change prices but it sometimes doesn't save properly,1,needs improvement on marketplace saves on this app i change prices but it sometimes doesnt save properly,1
"Hi Team In the current version of facebook app, I see an issue When we see a person profile Navigate to About info click on current city under places lived, the page hangs we have to close app i.e end task and open again to proceed, can the team look into this, Thanks",1,hi team in the current version of facebook app i see an issue when we see a person profile navigate to about info click on current city under places lived the page hangs we have to close app ie end task and open again to proceed can the team look into this thanks,1
Accha hai Bhai,1,accha hai bhai,1
Good,1,good,1
stay in your lane use reviews as learning tool to improve your business to satisfy potential buyers and keep workman to the high quality.,1,stay in your lane use reviews as learning tool to improve your business to satisfy potential buyers and keep workman to the high quality,1
clumsy,1,clumsy,1
it's kinda boring,1,its kinda boring,1
Shewit Shewit,1,shewit shewit,1
ok facebook,1,ok facebook,1
Dabbu,1,dabbu,1
If you give me reels ads I will give you 5star Facebook team,1,if you give me reels ads i will give you 5 star facebook team,1
Wooo,1,wooo,1
good,1,good,1
Dr elev,1,dr elev,1
"Unable to see videos under video tab, it shows only reels. I have tried checking all the settings but still the same. Please help.",1,unable to see videos under video tab it shows only reels i have tried checking all the settings but still the same please help,1
great,1,great,1
So I see a lot of people uploading explicit content almost and u guys block my reactions and my comments but can't do the same with the kind of people that be posting almost their private parts on Facebook u guys are a joke,1,so i see a lot of people uploading explicit content almost and u guys block my reactions and my comments but cant do the same with the kind of people that be posting almost their private parts on facebook u guys are a joke,1
very nice 👍👍,1,very nice,1
very nice 👍🙂,1,very nice,1
only time waste🤦🤷,1,only time waste,1
Nice,1,nice,1
There are too many ads. every second you have an advertisement forced in your face.,1,there are too many ads every second you have an advertisement forced in your face,1
Good,1,good,1
Dnahamait,1,dnahamait,1
good,1,good,1
Life changin,1,life changin,1
its normal,1,its normal,1
Nice 🙂,1,nice,1
"Hey, it's Facebook. Seem like you can't really speak your mind if it's going against their grain. Just a place for older folks to chat.",1,hey its facebook seem like you cant really speak your mind if its going against their grain just a place for older folks to chat,1
"Thanx for the update, the names of people are kind of blurry or too bold/ when on live videos. THE Writing/alphabets",1,thanx for the update the names of people are kind of blurry or too bold when on live videos the writingalphabets,1
nice,1,nice,1
Katai Back chodi vala Hai Ye App Ye App Se Aap OR Ap kee Sab Bigd Jayenge Madar Jat APP CHE,1,katai back chodi vala hai ye app ye app se aap or ap kee sab bigd jayenge madar jat app che,1
nice,1,nice,1
no safty,1,no safty,1
Need more updates and upgrade too,1,need more updates and upgrade too,1
awesome,1,awesome,1
Ganda bae.,1,ganda bae,1
Puja pramanik,1,puja pramanik,1
Really help full,1,really help full,1
Good,1,good,1
yi.y v y,1,yiy v y,1
very goood,1,very goood,1
so so cute love you all baby,1,so so cute love you all baby,1
Nice,1,nice,1
Nice app...,1,nice app,1
Ommmmmk mmlll mi j in uh mm JJA vvh mn BB,1,ommmmmk mmlll mi j in uh mm jja vvh mn bb,1
As annoying as ever...,1,as annoying as ever,1
still ok for now in terms of usage.,1,still ok for now in terms of usage,1
Ashish nice,1,ashish nice,1
Boring,1,boring,1
good,1,good,1
ীওপিততনজকোহআডজক চলিগত নহর,1,ওপততনজকহআডজক চলগত নহর,1
halu Sunnah,1,halu sunnah,1
good application,1,good application,1
good 👍,1,good,1
problem with messenger,1,problem with messenger,1
Christina wollen here and I can't believe I am looking at my FAVORITE car!!! Beautiful!!!,1,christina wollen here and i cant believe i am looking at my favorite car beautiful,1
This is a good 💯😊,1,this is a good,1
Good,1,good,1
Good,1,good,1
إنه تطبيق في البدايه يكون في فيديوهات قله أدب بس مع مرور الوقت يرجع حلا,1,إنه تطبيق في البدايه يكون في فيديوهات قله أدب بس مع مرور الوقت يرجع حلا,1
@4-🥺&7+628😣7😣👍&6,1,4762876,1
Hey meta plz remove bugs from facebook,1,hey meta plz remove bugs from facebook,1
where is the reels???,1,where is the reels,1
Time passing platform,1,time passing platform,1
thanks you,1,thanks you,1
"yes, its a best apps,",1,yes its a best apps,1
I like very much,1,i like very much,1
Subho,1,subho,1
Good 👍,1,good,1
Po Fjf Gufh,1,po fjf gufh,1
the only thing,1,the only thing,1
Jay bhim 💙💙,1,jay bhim,1
I like Facebook but there's too much drama on it.,1,i like facebook but theres too much drama on it,1
awesome,1,awesome,1
Hy face book Copy right video will be all deleted ! My upload any video Content facebook page error issue problem Please solve humble request 🙏 🥹✨,1,hy face book copy right video will be all deleted my upload any video content facebook page error issue problem please solve humble request,1
I like Lite because it enables me to look at Lucy Liu in a nice pair of boots.,1,i like lite because it enables me to look at lucy liu in a nice pair of boots,1
Good,1,good,1
Better than other,1,better than other,1
"It's a great app. Usually you can put music on your stories and adjust the music. Now, I can't adjust the music to where I want it. Please fix this to where I can adjust it. I don't like this new update.",1,its a great app usually you can put music on your stories and adjust the music now i cant adjust the music to where i want it please fix this to where i can adjust it i dont like this new update,1
good 👍,1,good,1
"""Dear Facebook Support, I'm experiencing issues with two-factor authentication (2FA) on my account. Could you please update the 2FA settings to include alternative verification methods, such as sending SMS codes to my linked phone numbers or email? I'd appreciate additional confirmation options to regain access to my account. Thank you for your assistance.""",1,dear facebook support im experiencing issues with twofactor authentication 2 fa on my account could you please update the 2 fa settings to include alternative verification methods such as sending sms codes to my linked phone numbers or email id appreciate additional confirmation options to regain access to my account thank you for your assistance,1
love it,1,love it,1
Hanzala Awan,1,hanzala awan,1
Very good,1,very good,1
how to recover my old account,1,how to recover my old account,1
I love it,1,i love it,1
ok fine,1,ok fine,1
waaauh 💞 amazing,1,waaauh amazing,1
I don't care for some of the things that have been exposed or conversation. The frequency of always popping up. I thought my settings would have prevented these issues.,1,i dont care for some of the things that have been exposed or conversation the frequency of always popping up i thought my settings would have prevented these issues,1
very bad,1,very bad,1
ডজুসজাগাহাগডহশতিহচ,1,ডজসজগহগডহশতহচ,1
it's been glitching a lot here lately,1,its been glitching a lot here lately,1
Update nhi ho rha why,1,update nhi ho rha why,1
"Like any social media network, the Facebook social media network can be used in both good and bad ways depending on the user's mindset, education level, and his attitudes and goals. What is more important is to utilize this for the society and its upliftment and better existence and culture. It is the responsibility of the handler to manipulate in a way that works for society. It shows his magnanimity. It is very useful for social advancements like identifying people in the world,",1,like any social media network the facebook social media network can be used in both good and bad ways depending on the users mindset education level and his attitudes and goals what is more important is to utilize this for the society and its upliftment and better existence and culture it is the responsibility of the handler to manipulate in a way that works for society it shows his magnanimity it is very useful for social advancements like identifying people in the world,1
Super,1,super,1
it's a good platform but it has some garbage guidelines with no one to help except meta,1,its a good platform but it has some garbage guidelines with no one to help except meta,1
Ok but And much not happy o I rate this app Average,1,ok but and much not happy o i rate this app average,1
Facebook download,1,facebook download,1
I don't used Facebook,1,i dont used facebook,1
To easy to hack,1,to easy to hack,1
good 👍,1,good,1
Shubham Patel,1,shubham patel,1
change meta,1,change meta,1
Am short of words now,1,am short of words now,1
good,1,good,1
"It is not allowing me to friend request, just continuing rejecting.",1,it is not allowing me to friend request just continuing rejecting,1
Facebook please help me retrieve my Facebook account. I was scammed and out of that I commented on the person's page that people should be careful about them. Since then I can't have access to my Facebook account. Whenever I sign in the feedback is this page can't be access now,1,facebook please help me retrieve my facebook account i was scammed and out of that i commented on the persons page that people should be careful about them since then i cant have access to my facebook account whenever i sign in the feedback is this page cant be access now,1
"Please help, I can't do it",1,please help i cant do it,1
"some changed my account Chinese when they hacked it can change it bk even though I keep sending feedback to Facebook, Facebook useless at replying or take action to feedback",1,some changed my account chinese when they hacked it can change it bk even though i keep sending feedback to facebook facebook useless at replying or take action to feedback,1
Good,1,good,1
Only thing i wish in my fb whats on your mind that i can enable to post an 3d image photos...why is it not applicable in my realme c11 phone???,1,only thing i wish in my fb whats on your mind that i can enable to post an 3 d image photoswhy is it not applicable in my realme c11 phone,1
love it,1,love it,1
Saidat irakoze,1,saidat irakoze,1
good,1,good,1
"Same ol, same ol App. It does what it is supposed to do.",1,same ol same ol app it does what it is supposed to do,1
better,1,better,1
well,1,well,1
Mere id open nahi ho raha hain koi help kar sakte ho.number hain lekin password nahi le raha or chrome browser se bhi delete ho geya koi pls help kardo😭,1,mere id open nahi ho raha hain koi help kar sakte honumber hain lekin password nahi le raha or chrome browser se bhi delete ho geya koi pls help kardo,1
Best app,1,best app,1
Good,1,good,1
good for time pass.,1,good for time pass,1
The option to open the url link in external browser DOES NOT work. It is so annoying that FB keeps opening the link with in-app browser.,1,the option to open the url link in external browser does not work it is so annoying that fb keeps opening the link with inapp browser,1
I personally like Facebook for the most part. I do have a problem with the difficulty a recovering your information if you forget your password and no longer have the same phone number or email address. I have yet to have any issues like that with any other social media site. I only keep my Facebook so I can stay in touch with people.,1,i personally like facebook for the most part i do have a problem with the difficulty a recovering your information if you forget your password and no longer have the same phone number or email address i have yet to have any issues like that with any other social media site i only keep my facebook so i can stay in touch with people,1
nice app,1,nice app,1
Good,1,good,1
It's good but not to much,1,its good but not to much,1
having problems loging out or switching two other profile,1,having problems loging out or switching two other profile,1
nice,1,nice,1
i would give you 5 likes but you suspend my account all the time and I don't why,1,i would give you 5 likes but you suspend my account all the time and i dont why,1
Good,1,good,1
nice apps,1,nice apps,1
bsbsnai,1,bsbsnai,1
good,1,good,1
good plateform this facebook,1,good plateform this facebook,1
.Super,1,super,1
So why can't it be possible to change a profile name?!?... I've never been more frustrated PLEASE fix this.,1,so why cant it be possible to change a profile name ive never been more frustrated please fix this,1
"App not working well again, after the lastest update that was released today, the app doesn't seem to be work well like before. I have to shutdown my Facebook app & reopen it before it works again. The moment i refresh it, it start misbehaving again. Please kindly fix it ASAP. Thank you...?",1,app not working well again after the lastest update that was released today the app doesnt seem to be work well like before i have to shutdown my facebook app reopen it before it works again the moment i refresh it it start misbehaving again please kindly fix it asap thank you,1
Gertragmanmmen /m,1,gertragmanmmen m,1
Rajesh Singh,1,rajesh singh,1
"Controlled by overly opinionated bias. They purposely drop your posts lower in the feed if they allow them to be seen at all, if they happen to disagree with said post.",1,controlled by overly opinionated bias they purposely drop your posts lower in the feed if they allow them to be seen at all if they happen to disagree with said post,1
Good,1,good,1
Great application and thank God for his work,1,great application and thank god for his work,1
Manoj,1,manoj,1
good,1,good,1
amazing,1,amazing,1
Help,1,help,1
Very nice app,1,very nice app,1
some people make fake ID then talking with the my friend and big problem like,1,some people make fake id then talking with the my friend and big problem like,1
Smooth,1,smooth,1
kawaida ya simu,1,kawaida ya simu,1
okay naman minsan pero minsan bug tapos kapag Nanunuod ka ng video biglang mag e skip pupunta ng reels minsan pag long videos biglang babalik sa homepage this month ko lang din napansin na ganito,1,okay naman minsan pero minsan bug tapos kapag nanunuod ka ng video biglang mag e skip pupunta ng reels minsan pag long videos biglang babalik sa homepage this month ko lang din napansin na ganito,1
too much censorship. don't have a customer service to solve issues,1,too much censorship dont have a customer service to solve issues,1
त्यो उठीएल,1,तय उठएल,1
Elaysa Delgado,1,elaysa delgado,1
After updating I am unable to respond to message from the notification side..,1,after updating i am unable to respond to message from the notification side,1
good,1,good,1
very interesting apps,1,very interesting apps,1
My Facebook account was disables,1,my facebook account was disables,1
Bro why thos it always needed an update,1,bro why thos it always needed an update,1
A k. U even oh b32Pbdo t gbo hu crazy I,1,a k u even oh b32pbdo t gbo hu crazy i,1
good,1,good,1
this version of facebook is better,1,this version of facebook is better,1
I advice to automatically delete old account that is inactive from 3 to 5 years ago with or without the permission of the owner.,1,i advice to automatically delete old account that is inactive from 3 to 5 years ago with or without the permission of the owner,1
Is okay,1,is okay,1
I love d app,1,i love d app,1
Manjesh Yadav,1,manjesh yadav,1
good,1,good,1
good,1,good,1
ok nic,1,ok nic,1
Incredible,1,incredible,1
"Useless,",1,useless,1
took a long period of time to upload story,1,took a long period of time to upload story,1
Nice,1,nice,1
good for me this app,1,good for me this app,1
valo,1,valo,1
Good,1,good,1
Apple,1,apple,1
koi ladki msg he nhi krti h,1,koi ladki msg he nhi krti h,1
5AM,1,5 am,1
angna,1,angna,1
i like face book because Facebook is fun and good,1,i like face book because facebook is fun and good,1
Asiya,1,asiya,1
it's was nice,1,its was nice,1
hello jaan,1,hello jaan,1
nice 👍,1,nice,1
Fair,1,fair,1
Very good,1,very good,1
Very good,1,very good,1
super excited,1,super excited,1
वाह जी वाह,1,वह ज वह,1
good,1,good,1
"Disappeared my poetry collection named ""ente mechanical ""in malayalam language.",1,disappeared my poetry collection named ente mechanical in malayalam language,1
good 👍,1,good,1
good,1,good,1
Poijj,1,poijj,1
mast,1,mast,1
Im not happy for Facebook.. My Account Not Showing Profesional Mod.. Plz Sloved My Problem,1,im not happy for facebook my account not showing profesional mod plz sloved my problem,1
Bro the sex apps ad is getting much and it's annoying and uncomfortable,1,bro the sex apps ad is getting much and its annoying and uncomfortable,1
Jubayer Hosin,1,jubayer hosin,1
1 Not download video to gallery 2 Account closure,1,1 not download video to gallery 2 account closure,1
Good,1,good,1
nice,1,nice,1
"🐺🦊,,শ শসা গ ট, টডট ু,🐂",1,শ শস গ ট টডট,1
"Hi im using fb for a long time ,now the way of the app is verey rough, theme,and the style of the albhabet want to be changed and the theme colour is a better option ,plz update that also . Thankyou.",1,hi im using fb for a long time now the way of the app is verey rough themeand the style of the albhabet want to be changed and the theme colour is a better option plz update that also thankyou,1
good,1,good,1
Fretter erred road trrrrrrtr,1,fretter erred road trrrrrrtr,1
Shahbaz ali ghirano,1,shahbaz ali ghirano,1
This app is very good,1,this app is very good,1
Alok ku,1,alok ku,1
This app is very Nice,1,this app is very nice,1
Pc aesa,1,pc aesa,1
Hdhey,1,hdhey,1
Sometimes swipe up delayed when you watch in video,1,sometimes swipe up delayed when you watch in video,1
I just updated mine and it's still acting up,1,i just updated mine and its still acting up,1
All good àA,1,all good àa,1
Good,1,good,1
"It is a great app to connect with people. However, what I don't understand is why is it so difficult to take down users and posts that are clearly showing inappropriate contents. Especially some of the people I knew had their faces and data posted without their permission which clearly breach their privacy and when we try to report, FB always say they did not take it down as they do not go against their community guidelines? How come they do no go against your guideline when people report it?",1,it is a great app to connect with people however what i dont understand is why is it so difficult to take down users and posts that are clearly showing inappropriate contents especially some of the people i knew had their faces and data posted without their permission which clearly breach their privacy and when we try to report fb always say they did not take it down as they do not go against their community guidelines how come they do no go against your guideline when people report it,1
Yees,1,yees,1
"No me gusta que hayan cambiado la sección de video, ahora es como Tik Tok lo cual me desagrada bastante. Estaba mejor antes.",1,no me gusta que hayan cambiado la sección de video ahora es como tik tok lo cual me desagrada bastante estaba mejor antes,1
good,1,good,1
When you accidently click a store ad it takes you to facebook webbrowser and opens a tab and even if you back out and close the app it remembers and keeps the tabs open. Very annoying. Please add option to close tabs automatically. I dont want like 7 active facebook tabs to different websites in the background. Seems like security issue since facebook gets access to phone stuff. Only option is to manually press x at the top corner and close each tab smh.,1,when you accidently click a store ad it takes you to facebook webbrowser and opens a tab and even if you back out and close the app it remembers and keeps the tabs open very annoying please add option to close tabs automatically i dont want like 7 active facebook tabs to different websites in the background seems like security issue since facebook gets access to phone stuff only option is to manually press x at the top corner and close each tab smh,1
Nice,1,nice,1
It's okay to be good,1,its okay to be good,1
So Facebook has suspended make account because .y name is Eric Dewayne Reeves and I tried to open a new account as Dewayne Eric Reeves because I couldn't remember a 4yd old password.,1,so facebook has suspended make account because y name is eric dewayne reeves and i tried to open a new account as dewayne eric reeves because i couldnt remember a 4 yd old password,1
hero good very nice,1,hero good very nice,1
Banned from the Marketplace.,1,banned from the marketplace,1
You can,1,you can,1
it keeps disconnecting with IG when trying to share a story and with messenger what wanting to write to someone,1,it keeps disconnecting with ig when trying to share a story and with messenger what wanting to write to someone,1
try working on the quality of media sha,1,try working on the quality of media sha,1
Somanmiah,1,somanmiah,1
Superb,1,superb,1
Good 👍🏻,1,good,1
Good,1,good,1
SANI MARADU SANI MARADU,1,sani maradu sani maradu,1
100% works 💪,1,100 works,1
sab say baker hai ya Facebook,1,sab say baker hai ya facebook,1
e d wow,1,e d wow,1
very nice apps love you Facebook,1,very nice apps love you facebook,1
Nice,1,nice,1
good,1,good,1
excellent,1,excellent,1
so nice 👍 pH pH,1,so nice ph ph,1
good pk,1,good pk,1
Good,1,good,1
too many rules,1,too many rules,1
it's my favorite app 🥹❤️. love you Facebook ❤️,1,its my favorite app love you facebook,1
good,1,good,1
Nice,1,nice,1
"it's a good app,no cap.",1,its a good appno cap,1
It's help to connect with friends and family,1,its help to connect with friends and family,1
Ruisaching,1,ruisaching,1
some are still strangest that has not been in the crowd you have been in so that did is still scentive sensitive sensitive,1,some are still strangest that has not been in the crowd you have been in so that did is still scentive sensitive sensitive,1
pagit Walang reels,1,pagit walang reels,1
Nice aap is good aap,1,nice aap is good aap,1
Nais,1,nais,1
wow super,1,wow super,1
nice,1,nice,1
The security for this app is so bad every body can open our account,1,the security for this app is so bad every body can open our account,1
comfortable community,1,comfortable community,1
Thora slow chalta hai,1,thora slow chalta hai,1
Good app,1,good app,1
V nice,1,v nice,1
"I’ve been using Facebook for so long but there is something you need to change on Meta about I can't change the password of something or Remove Email/Numbers on my Account because it says My Phone is not often used in that account and because of it i can't remove the Number of the Hacker of my Facebook account because of that ""You can't make this change at the moment"" Fix it!",1,ive been using facebook for so long but there is something you need to change on meta about i cant change the password of something or remove emailnumbers on my account because it says my phone is not often used in that account and because of it i cant remove the number of the hacker of my facebook account because of that you cant make this change at the moment fix it,1
maraming mga fake acc at scammer,1,maraming mga fake acc at scammer,1
Ritesh kumar,0,ritesh kumar,1
I d ben,0,i d ben,1
very bed day by day,0,very bed day by day,1
good,0,good,1
Not like this app,0,not like this app,1
My like👀❤💀👻:::::::#,0,my like,1
Why not open my account,0,why not open my account,1
"Edit: The AI integration is AWFUL! I wish some regulations would come out limiting the access apps have to other apps on our phones. It does NOT matter if you denied the permission, they still access private information. Here's a thought, ever wondered why a photo posts so fast on Facebook but takes several seconds if not minutes in say an email app? That's because Facebook has already downloaded your ENTIRE camera roll. And there's no way around that if you want to post pictures to Facebook.",0,edit the ai integration is awful i wish some regulations would come out limiting the access apps have to other apps on our phones it does not matter if you denied the permission they still access private information heres a thought ever wondered why a photo posts so fast on facebook but takes several seconds if not minutes in say an email app thats because facebook has already downloaded your entire camera roll and theres no way around that if you want to post pictures to facebook,1
nice,0,nice,1
fabulous,0,fabulous,1
it's facebook,0,its facebook,1
Worst social media app ever.,0,worst social media app ever,1
Very nice,0,very nice,1
I value my privacy.,0,i value my privacy,1
Manik De,0,manik de,1
New account not creating. In case it gets created. Gets suspended immediately,0,new account not creating in case it gets created gets suspended immediately,1
KhushalSs,0,khushalss,1
Good app,0,good app,1
Worst and most unreliable untrustworthy social media and network. There is no region option to change in pages in Android when is normally available in Facebook on browser.,0,worst and most unreliable untrustworthy social media and network there is no region option to change in pages in android when is normally available in facebook on browser,1
good 👍,0,good,1
Absolute bias towards Israel,0,absolute bias towards israel,1
فيسبوك كل تحديث يصبح اكثر تعقيد ومليئ بي الاخطاء خاصة في متجر ماركت بليس يرجى تحسين كيفة ظهور صور وتبديل بين صور سيئ,0,فيسبوك كل تحديث يصبح اكثر تعقيد ومليئ بي الاخطاء خاصة في متجر ماركت بليس يرجى تحسين كيفة ظهور صور وتبديل بين صور سيئ,1
There are some problem This app need every time update🙄 Why? Vai ami update deoyar por o emn dekha kn,0,there are some problem this app need every time update why vai ami update deoyar por o emn dekha kn,1
"Please just remove the ""add music"" option from Facebook. Or even ""add to Facebook story"" from Instagram. There's literally no point if it's just going to be muted due to ""copyright"". What's the point of sharing content with any music on here when other apps, it's just fine?",0,please just remove the add music option from facebook or even add to facebook story from instagram theres literally no point if its just going to be muted due to copyright whats the point of sharing content with any music on here when other apps its just fine,1
Very bad 😞 aap,0,very bad aap,1
MD JAHED,0,md jahed,1
"I've had Facebook for a while, and I usually use it for marketplace and family but mostly marketplace. But it bans me from the marketplace for no reason at all. All I do is scroll and look at good deals and save them. i never did anything that would get me banned. But still, I get banned, and it says, ""marketplace isn't avaliable for you"" worst app ever, and everyone is experiencing what I'm going through. It pisses me off",0,ive had facebook for a while and i usually use it for marketplace and family but mostly marketplace but it bans me from the marketplace for no reason at all all i do is scroll and look at good deals and save them i never did anything that would get me banned but still i get banned and it says marketplace isnt avaliable for you worst app ever and everyone is experiencing what im going through it pisses me off,1
nice f or,0,nice f or,1
Stupid game,0,stupid game,1
36e,0,36 e,1
Delete it,0,delete it,1
when some of my friends share their memories i can't see it when i clicked it,0,when some of my friends share their memories i cant see it when i clicked it,1
Laga sapalon,0,laga sapalon,1
"i was suspended on marketplace because i ""dont"" follow your policies and yet my account is good and youre even thanking me coz i follow your rules! i didnt recieved any notice that i violated any rule. whats really happening??",0,i was suspended on marketplace because i dont follow your policies and yet my account is good and youre even thanking me coz i follow your rules i didnt recieved any notice that i violated any rule whats really happening,1
Worst ever app sant photo in noise,0,worst ever app sant photo in noise,1
It's 2024 and we STILL can't edit filters in marketplace. How embarrassing that this has been an issue for YEARS. One of the richest companies in THE WORLD can't figure out how to fix something as simple as marketplace filters. How do those developers even show their faces at work and not feel embarrassed at their repeated failures. Small time app developers are embarrassing this rich company.,0,its 2024 and we still cant edit filters in marketplace how embarrassing that this has been an issue for years one of the richest companies in the world cant figure out how to fix something as simple as marketplace filters how do those developers even show their faces at work and not feel embarrassed at their repeated failures small time app developers are embarrassing this rich company,1
Nitesh Bhati,0,nitesh bhati,1
FULL of ads! 👎👎👎👎👎,0,full of ads,1
very nice,0,very nice,1
My face book open please,0,my face book open please,1
eFf oFf,0,eff off,1
Rizwan Si,0,rizwan si,1
Yash video,0,yash video,1
Literally just a worse version of the mobile Facebook webpage except now they disable random features on the mobile site so that you have to use this terrible app,0,literally just a worse version of the mobile facebook webpage except now they disable random features on the mobile site so that you have to use this terrible app,1
Too much update.eratatingiiirubbishiii nonsanse update.disgusting continuously update.unnessary!!🤣🤣😡😡😡,0,too much updateeratatingiiirubbishiii nonsanse updatedisgusting continuously updateunnessary,1
Satish Kumar,0,satish kumar,1
Niveapp,0,niveapp,1
Thanka,0,thanka,1
My 2nd fb not working,0,my 2 nd fb not working,1
App won't even let me log in. Literally try logging I and instantly times out. Un-usable,0,app wont even let me log in literally try logging i and instantly times out unusable,1
বালের এ্যাপ,0,বলর এযপ,1
Too much update why?,0,too much update why,1
Auto installed won't uninstall,0,auto installed wont uninstall,1
Terrible App,0,terrible app,1
আসসালামুয়ালাইকুম,0,আসসলমযলইকম,1
thanks for 48 subscriber,0,thanks for 48 subscriber,1
Tekchand Tek,0,tekchand tek,1
seems like all they wanna do is shut down accounts anymore for bogus reasons. about the time im counting on someone to contact me on messenger im restricted and no one knows why,0,seems like all they wanna do is shut down accounts anymore for bogus reasons about the time im counting on someone to contact me on messenger im restricted and no one knows why,1
baggu qhai hai wirbcf 45 b g,0,baggu qhai hai wirbcf 45 b g,1
Dwonload,0,dwonload,1
"Not much connecting, but it's porn so not too much to expect. Should have a id required to download and to make a account.Should never be factory installed on new phones. All in all, a absolutely horrible experience.",0,not much connecting but its porn so not too much to expect should have a id required to download and to make a accountshould never be factory installed on new phones all in all a absolutely horrible experience,1
"Everything thats being shared on my profile is being flagged as spam by the meta bot immediately"" no matter what is being posted.",0,everything thats being shared on my profile is being flagged as spam by the meta bot immediately no matter what is being posted,1
Very much,0,very much,1
good application,0,good application,1
Facebook needs a dislike/hate button,0,facebook needs a dislikehate button,1
Hi dear fachbook my fachbook account isu professional mode is not sowing please help,0,hi dear fachbook my fachbook account isu professional mode is not sowing please help,1
I like it,0,i like it,1
Chintu bag Dum Dum 00÷8853636,0,chintu bag dum dum 008853636,1
Tati,0,tati,1
missing my facebook,0,missing my facebook,1
2000 999 is a very beautiful girl 👧 she loves me and loves you more so so many happy 😊 returns from my family 👪 💯 love 0.7 so sweet my dear you and your wife and my princess 👸 have been 0.7 for 0.7 please pray I have peace 02 9pm 0.7 love 02 00000ö0,0,2000 999 is a very beautiful girl she loves me and loves you more so so many happy returns from my family love 07 so sweet my dear you and your wife and my princess have been 07 for 07 please pray i have peace 02 9 pm 07 love 02 00000 ö0,1
"Not able to access notification and my profile, only loading is on screen",0,not able to access notification and my profile only loading is on screen,1
Bhanu,0,bhanu,1
",You all Russian girls my wifes,",0,you all russian girls my wifes,1
Facg,0,facg,1
"Free speech is out the question, we call it being zucked for a reason, mf is all politics, it's garbage, the app gave my phone, an s22, a screen burn from reels, tik tok would never do that, I spent more time on it than reels could imagine, as for updates, it's always garbage, everything is centered towards the company making money not us using a free platform, these ads are atrocious, they are everywhere and cause so many issues, why would I want to clear 85% of my screen of ads just to read",0,free speech is out the question we call it being zucked for a reason mf is all politics its garbage the app gave my phone an s22 a screen burn from reels tik tok would never do that i spent more time on it than reels could imagine as for updates its always garbage everything is centered towards the company making money not us using a free platform these ads are atrocious they are everywhere and cause so many issues why would i want to clear 85 of my screen of ads just to read,1
"I don't need anymore of my information shared, I'm sure it benefits you, Facebook, but it does not benefit me in the least.",0,i dont need anymore of my information shared im sure it benefits you facebook but it does not benefit me in the least,1
Aim crieng today,0,aim crieng today,1
very good,0,very good,1
sabihin ko lang frustration ko sa app nyo paki ayos naman kahit walang fouls mga sinasabi ko ni reremove nyo baka naman ma ban ako nyan message nyo ko papakita ko kung ano mga nireremove mo kayamot,0,sabihin ko lang frustration ko sa app nyo paki ayos naman kahit walang fouls mga sinasabi ko ni reremove nyo baka naman ma ban ako nyan message nyo ko papakita ko kung ano mga nireremove mo kayamot,1
"my email that was linked to Facebook was hacked and the people changed my verification email, now I lost access to my account and all personal information that was in there. there is no type of contact that you can have with Facebook directly so they can help you regain your account.",0,my email that was linked to facebook was hacked and the people changed my verification email now i lost access to my account and all personal information that was in there there is no type of contact that you can have with facebook directly so they can help you regain your account,1
